#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ITGAM	CCL11	1862188	1848388	9606.ENSP00000441691	9606.ENSP00000302234	0	0	0	0	0	0	0	0.508	0.508
ITGAM	IL4R	1862188	1842312	9606.ENSP00000441691	9606.ENSP00000170630	0	0	0	0	0.09	0	0	0.481	0.508
TIMP2	DCN	1845213	1842218	9606.ENSP00000262768	9606.ENSP00000052754	0	0	0	0	0.156	0	0	0.44	0.508
TNFSF12	ICAM1	1862762	1845628	9606.ENSP00000451451	9606.ENSP00000264832	0	0	0	0	0	0	0	0.508	0.508
ITGAM	LILRB2	1862188	1857946	9606.ENSP00000441691	9606.ENSP00000375629	0	0	0	0	0.409	0	0	0.2	0.507
CXCL5	CCL18	1847663	1842123	9606.ENSP00000296027	9606.ENSP00000004921	0	0	0	0	0	0	0	0.507	0.507
TGM2	SRC	1854355	1853652	9606.ENSP00000355330	9606.ENSP00000350941	0	0	0	0	0	0.36	0	0.261	0.507
PRSS3	TFPI	1854099	1843343	9606.ENSP00000354280	9606.ENSP00000233156	0	0	0	0	0.054	0.455	0	0.12	0.507
CXCL1	VCAM1	1858329	1847502	9606.ENSP00000379110	9606.ENSP00000294728	0	0	0	0	0.047	0	0	0.504	0.507
CASP8	IL8	1853692	1848852	9606.ENSP00000351273	9606.ENSP00000306512	0	0	0	0	0.052	0	0	0.502	0.507
KIT	VWF	1847112	1844904	9606.ENSP00000288135	9606.ENSP00000261405	0	0	0	0	0.053	0	0	0.501	0.507
CD274	SELL	1857401	1843434	9606.ENSP00000370989	9606.ENSP00000236147	0	0	0	0	0.052	0	0	0.502	0.507
VCAM1	CCL3	1847502	1843010	9606.ENSP00000294728	9606.ENSP00000225245	0	0	0	0	0.053	0	0	0.501	0.507
GNLY	CCL2	1845427	1843055	9606.ENSP00000263863	9606.ENSP00000225831	0	0	0	0	0	0	0	0.506	0.506
TEK	IL6	1857139	1844631	9606.ENSP00000369375	9606.ENSP00000258743	0	0	0	0	0	0	0	0.506	0.506
ITGAM	SLAMF1	1862188	1848818	9606.ENSP00000441691	9606.ENSP00000306190	0	0	0	0	0.088	0	0	0.481	0.506
TGM2	DCN	1854355	1842218	9606.ENSP00000355330	9606.ENSP00000052754	0	0	0	0	0	0	0	0.506	0.506
CSF1	FCGR3B	1850929	1847507	9606.ENSP00000327513	9606.ENSP00000294800	0	0	0	0	0	0	0	0.505	0.505
VCAM1	KITLG	1847502	1843134	9606.ENSP00000294728	9606.ENSP00000228280	0	0	0	0	0	0	0	0.505	0.505
IL16	IL18	1848472	1846668	9606.ENSP00000302935	9606.ENSP00000280357	0	0	0	0	0	0	0	0.505	0.505
IL7	THPO	1845425	1842420	9606.ENSP00000263851	9606.ENSP00000204615	0	0	0	0	0	0	0	0.505	0.505
VEGFA	EIF4EBP1	1855611	1852358	9606.ENSP00000361125	9606.ENSP00000340691	0	0	0	0	0	0	0	0.505	0.505
DPP4	CCL22	1854025	1842731	9606.ENSP00000353731	9606.ENSP00000219235	0	0	0	0	0	0.36	0	0.259	0.505
GDNF	VEGFA	1860755	1855611	9606.ENSP00000409007	9606.ENSP00000361125	0	0	0	0	0	0	0	0.505	0.505
IL6	PRTN3	1844631	1843396	9606.ENSP00000258743	9606.ENSP00000234347	0	0	0	0	0	0	0	0.505	0.505
TEK	VCAM1	1857139	1847502	9606.ENSP00000369375	9606.ENSP00000294728	0	0	0	0	0	0	0	0.505	0.505
CCL5	TIMP1	1847396	1842705	9606.ENSP00000293272	9606.ENSP00000218388	0	0	0	0	0	0	0	0.505	0.505
TIMP1	DCN	1842705	1842218	9606.ENSP00000218388	9606.ENSP00000052754	0	0	0	0	0	0	0	0.505	0.505
NCAM1	KITLG	1850053	1843134	9606.ENSP00000318472	9606.ENSP00000228280	0	0	0	0	0	0	0	0.505	0.505
IL10	GRN	1860958	1842222	9606.ENSP00000412237	9606.ENSP00000053867	0	0	0	0	0	0	0	0.505	0.505
FCGR3B	KITLG	1847507	1843134	9606.ENSP00000294800	9606.ENSP00000228280	0	0	0	0	0	0	0	0.505	0.505
F7	SELP	1856334	1845393	9606.ENSP00000364731	9606.ENSP00000263686	0	0	0	0	0	0	0	0.505	0.505
APOM	GAL3ST4	1856405	1853950	9606.ENSP00000365081	9606.ENSP00000353142	0	0	0	0	0	0	0	0.504	0.504
MCL1	TNFRSF10B	1854935	1846494	9606.ENSP00000358022	9606.ENSP00000276431	0	0	0	0	0	0	0	0.504	0.504
CCL8	CCL22	1858210	1842731	9606.ENSP00000378118	9606.ENSP00000219235	0	0	0	0	0	0	0	0.504	0.504
RARRES2	RETN	1842971	1842846	9606.ENSP00000223271	9606.ENSP00000221515	0	0	0	0	0	0	0	0.504	0.504
CD163	FCGR3B	1853796	1847507	9606.ENSP00000352071	9606.ENSP00000294800	0	0	0	0	0	0	0	0.504	0.504
HSPG2	TNC	1856167	1845696	9606.ENSP00000363827	9606.ENSP00000265131	0	0	0	0	0	0	0	0.504	0.504
NCAM1	CEACAM8	1850053	1843712	9606.ENSP00000318472	9606.ENSP00000244336	0	0	0	0	0	0	0	0.504	0.504
SELL	MPO	1843434	1843011	9606.ENSP00000236147	9606.ENSP00000225275	0	0	0	0	0	0	0	0.504	0.504
CXCL11	CCL23	1848890	1847401	9606.ENSP00000306884	9606.ENSP00000293280	0	0	0	0	0	0	0	0.504	0.504
FLT3LG	IL7R	1864052	1848815	9606.ENSP00000468977	9606.ENSP00000306157	0	0	0	0	0	0	0	0.504	0.504
NCAM1	IL7R	1850053	1848815	9606.ENSP00000318472	9606.ENSP00000306157	0	0	0	0	0	0	0	0.504	0.504
PLAU	MMP7	1855748	1844765	9606.ENSP00000361850	9606.ENSP00000260227	0	0	0	0	0.046	0	0	0.502	0.504
IL7	CCL3	1845425	1843010	9606.ENSP00000263851	9606.ENSP00000225245	0	0	0	0	0	0	0	0.504	0.504
CD40	SELE	1855654	1851385	9606.ENSP00000361359	9606.ENSP00000331736	0	0	0	0	0	0	0	0.504	0.504
CXCL10	CCL24	1848754	1842947	9606.ENSP00000305651	9606.ENSP00000222902	0	0	0	0	0	0	0	0.504	0.504
CD40	CR2	1855654	1854505	9606.ENSP00000361359	9606.ENSP00000356024	0	0	0	0	0	0	0	0.504	0.504
TNFRSF10C	COMP	1853425	1842901	9606.ENSP00000349324	9606.ENSP00000222271	0	0	0	0	0	0	0	0.504	0.504
SRC	REN	1853652	1846232	9606.ENSP00000350941	9606.ENSP00000272190	0	0	0	0	0.055	0.094	0	0.467	0.504
ITGAM	DECR1	1862188	1842800	9606.ENSP00000441691	9606.ENSP00000220764	0	0	0	0	0	0	0	0.504	0.504
CXCL9	CCL24	1854250	1842947	9606.ENSP00000354901	9606.ENSP00000222902	0	0	0	0	0	0	0	0.503	0.503
LTA	ICAM1	1860412	1845628	9606.ENSP00000403495	9606.ENSP00000264832	0	0	0	0	0.049	0	0	0.499	0.503
FIGF	IL7	1847913	1845425	9606.ENSP00000297904	9606.ENSP00000263851	0	0	0	0	0	0	0	0.503	0.503
IL10	TNFRSF9	1860958	1856697	9606.ENSP00000412237	9606.ENSP00000366729	0	0	0	0	0	0	0	0.503	0.503
CST3	REN	1856578	1846232	9606.ENSP00000366124	9606.ENSP00000272190	0	0	0	0	0	0	0	0.503	0.503
NCAM1	TNC	1850053	1845696	9606.ENSP00000318472	9606.ENSP00000265131	0	0	0	0	0.06	0	0	0.493	0.503
EGFR	TIMP1	1846445	1842705	9606.ENSP00000275493	9606.ENSP00000218388	0	0	0	0	0	0	0	0.502	0.502
AMBP	MPO	1845697	1843011	9606.ENSP00000265132	9606.ENSP00000225275	0	0	0	0	0.054	0	0	0.495	0.502
REN	VWF	1846232	1844904	9606.ENSP00000272190	9606.ENSP00000261405	0	0	0	0	0	0	0	0.502	0.502
SOD2	REN	1854504	1846232	9606.ENSP00000356022	9606.ENSP00000272190	0	0	0	0	0.055	0	0	0.495	0.502
IL8	ITGB2	1848852	1848511	9606.ENSP00000306512	9606.ENSP00000303242	0	0	0	0	0	0	0	0.502	0.502
FCGR3B	CCL3	1847507	1843010	9606.ENSP00000294800	9606.ENSP00000225245	0	0	0	0	0.059	0	0	0.493	0.502
VWF	THPO	1844904	1842420	9606.ENSP00000261405	9606.ENSP00000204615	0	0	0	0	0	0	0	0.502	0.502
IKBKG	IL6	1855067	1844631	9606.ENSP00000358622	9606.ENSP00000258743	0	0	0	0	0	0	0	0.502	0.502
NGF	IL8	1855044	1848852	9606.ENSP00000358525	9606.ENSP00000306512	0	0	0	0	0	0	0	0.502	0.502
NCAM1	LILRB1	1850053	1849833	9606.ENSP00000318472	9606.ENSP00000315997	0	0	0	0	0	0	0	0.502	0.502
CSF1	VCAM1	1850929	1847502	9606.ENSP00000327513	9606.ENSP00000294728	0	0	0	0	0.06	0	0	0.492	0.502
IGFBP3	IL6	1857331	1844631	9606.ENSP00000370473	9606.ENSP00000258743	0	0	0	0	0	0	0	0.502	0.502
MCL1	CCL28	1854935	1854117	9606.ENSP00000358022	9606.ENSP00000354416	0	0	0	0	0	0	0	0.502	0.502
IL8	PI3	1848852	1843690	9606.ENSP00000306512	9606.ENSP00000243924	0	0	0	0	0	0	0	0.502	0.502
CCL5	TNFSF10	1847396	1843591	9606.ENSP00000293272	9606.ENSP00000241261	0	0	0	0	0.146	0	0	0.441	0.502
IL6R	OSMR	1854808	1846370	9606.ENSP00000357470	9606.ENSP00000274276	0	0	0	0	0	0	0	0.502	0.502
CSTB	MPO	1847296	1843011	9606.ENSP00000291568	9606.ENSP00000225275	0	0	0	0	0.042	0	0	0.502	0.502
AXL	MMP2	1848254	1842719	9606.ENSP00000301178	9606.ENSP00000219070	0	0	0	0	0.055	0	0	0.494	0.502
PGF	COL18A1	1862737	1853197	9606.ENSP00000451040	9606.ENSP00000347665	0	0	0	0	0	0	0	0.502	0.502
CD40	CCL17	1855654	1842733	9606.ENSP00000361359	9606.ENSP00000219244	0	0	0	0	0	0	0	0.502	0.502
IL8	KIT	1848852	1847112	9606.ENSP00000306512	9606.ENSP00000288135	0	0	0	0	0	0	0	0.501	0.501
ADM	AMBP	1846549	1845697	9606.ENSP00000278175	9606.ENSP00000265132	0	0	0	0	0	0	0	0.501	0.501
CCL7	XCL1	1856894	1854666	9606.ENSP00000367832	9606.ENSP00000356792	0	0	0	0	0	0	0	0.501	0.501
LEP	TNFRSF11B	1849557	1847859	9606.ENSP00000312652	9606.ENSP00000297350	0	0	0	0	0	0	0	0.501	0.501
IL16	CCL11	1848472	1848388	9606.ENSP00000302935	9606.ENSP00000302234	0	0	0	0	0	0	0	0.501	0.501
CDH1	TIMP1	1844988	1842705	9606.ENSP00000261769	9606.ENSP00000218388	0	0	0	0	0	0	0	0.501	0.501
SPP1	DCN	1858269	1842218	9606.ENSP00000378517	9606.ENSP00000052754	0	0	0	0	0	0	0	0.501	0.501
EFEMP1	EGFR	1853189	1846445	9606.ENSP00000347596	9606.ENSP00000275493	0	0	0	0	0	0	0	0.501	0.501
OLR1	VCAM1	1849145	1847502	9606.ENSP00000309124	9606.ENSP00000294728	0	0	0	0	0	0	0	0.501	0.501
PGF	IL8	1862737	1848852	9606.ENSP00000451040	9606.ENSP00000306512	0	0	0	0	0	0	0	0.501	0.501
CXCL9	IL7	1854250	1845425	9606.ENSP00000354901	9606.ENSP00000263851	0	0	0	0	0	0	0	0.501	0.501
MMP9	KITLG	1855661	1843134	9606.ENSP00000361405	9606.ENSP00000228280	0	0	0	0	0	0	0	0.5	0.5
CHI3L1	OSM	1844377	1842507	9606.ENSP00000255409	9606.ENSP00000215781	0	0	0	0	0	0	0	0.5	0.5
REN	OSM	1846232	1842507	9606.ENSP00000272190	9606.ENSP00000215781	0	0	0	0	0	0	0	0.5	0.5
IL8	TIMP2	1848852	1845213	9606.ENSP00000306512	9606.ENSP00000262768	0	0	0	0	0	0	0	0.5	0.499
TF	SERPINA7	1859071	1851141	9606.ENSP00000385834	9606.ENSP00000329374	0	0	0	0	0.288	0	0	0.326	0.499
IL10	MMP3	1860958	1848108	9606.ENSP00000412237	9606.ENSP00000299855	0	0	0	0	0	0	0	0.499	0.499
SERPINA12	LEP	1852553	1849557	9606.ENSP00000342109	9606.ENSP00000312652	0	0	0	0	0	0	0	0.5	0.499
CXCL1	CSF1	1858329	1850929	9606.ENSP00000379110	9606.ENSP00000327513	0	0	0	0	0.053	0	0	0.493	0.499
ENG	CES1	1855851	1854024	9606.ENSP00000362299	9606.ENSP00000353720	0	0	0	0	0	0	0	0.5	0.499
PLAU	IL6	1855748	1844631	9606.ENSP00000361850	9606.ENSP00000258743	0	0	0	0	0	0	0	0.5	0.499
CCL4	CCL2	1843996	1843055	9606.ENSP00000250151	9606.ENSP00000225831	0	0	0	0.85	0.143	0.36	0	0.827	0.499
SPP1	IL8	1858269	1848852	9606.ENSP00000378517	9606.ENSP00000306512	0	0	0	0	0	0	0	0.5	0.499
TGFBI	CDH1	1861221	1844988	9606.ENSP00000416330	9606.ENSP00000261769	0	0	0	0	0.05	0	0	0.494	0.499
CSF1	IL18	1850929	1846668	9606.ENSP00000327513	9606.ENSP00000280357	0	0	0	0	0	0	0	0.5	0.499
MCL1	SIRPA	1854935	1853282	9606.ENSP00000358022	9606.ENSP00000348307	0	0	0	0	0.053	0	0	0.492	0.498
CXCL16	CCL2	1847437	1843055	9606.ENSP00000293778	9606.ENSP00000225831	0	0	0	0	0.056	0	0	0.49	0.498
CCL8	CCL20	1858210	1853751	9606.ENSP00000378118	9606.ENSP00000351671	0	0	0	0	0.054	0	0	0.492	0.498
EGFR	OSMR	1846445	1846370	9606.ENSP00000275493	9606.ENSP00000274276	0	0	0	0	0	0.407	0	0.188	0.498
SELE	ICAM3	1851385	1842275	9606.ENSP00000331736	9606.ENSP00000160262	0	0	0	0	0	0	0	0.498	0.498
CXCL9	SELL	1854250	1843434	9606.ENSP00000354901	9606.ENSP00000236147	0	0	0	0	0.057	0	0	0.49	0.498
MMP9	REN	1855661	1846232	9606.ENSP00000361405	9606.ENSP00000272190	0	0	0	0	0	0	0	0.498	0.498
CCL11	FCGR3B	1848388	1847507	9606.ENSP00000302234	9606.ENSP00000294800	0	0	0	0	0.055	0	0	0.49	0.497
SELP	TFPI	1845393	1843343	9606.ENSP00000263686	9606.ENSP00000233156	0	0	0	0	0	0	0	0.497	0.497
TNFRSF9	SELL	1856697	1843434	9606.ENSP00000366729	9606.ENSP00000236147	0	0	0	0	0	0	0	0.497	0.497
CCL7	CXCL11	1856894	1848890	9606.ENSP00000367832	9606.ENSP00000306884	0	0	0	0	0.055	0	0	0.489	0.496
FABP4	RETN	1844407	1842846	9606.ENSP00000256104	9606.ENSP00000221515	0	0	0	0	0.054	0	0	0.49	0.496
SRC	SERPINE1	1853652	1842959	9606.ENSP00000350941	9606.ENSP00000223095	0	0	0	0	0.048	0.101	0	0.458	0.496
ADAMTS13	TIMP1	1855578	1842705	9606.ENSP00000360997	9606.ENSP00000218388	0	0	0	0	0.047	0	0	0.493	0.496
TNFRSF11A	VEGFA	1863918	1855611	9606.ENSP00000465500	9606.ENSP00000361125	0	0	0	0	0	0	0	0.495	0.495
CCL19	CCL13	1849114	1843057	9606.ENSP00000308815	9606.ENSP00000225844	0	0	0	0	0.146	0	0	0.433	0.495
REN	PLAT	1846232	1842802	9606.ENSP00000272190	9606.ENSP00000220809	0	0	0	0	0	0	0	0.495	0.495
ICAM1	CDH1	1845628	1844988	9606.ENSP00000264832	9606.ENSP00000261769	0	0	0	0	0	0	0	0.495	0.495
CD40	TNFRSF13B	1855654	1844957	9606.ENSP00000361359	9606.ENSP00000261652	0	0	0	0	0.116	0	0	0.452	0.495
MMP9	MET	1855661	1849944	9606.ENSP00000361405	9606.ENSP00000317272	0	0	0	0	0	0	0	0.495	0.495
SPP1	SERPINE1	1858269	1842959	9606.ENSP00000378517	9606.ENSP00000223095	0	0	0	0	0	0	0	0.495	0.495
IGFBP3	COL1A1	1857331	1843064	9606.ENSP00000370473	9606.ENSP00000225964	0	0	0	0	0	0.36	0	0.244	0.495
PLAU	ANG	1855748	1851922	9606.ENSP00000361850	9606.ENSP00000336762	0	0	0	0	0.047	0.326	0	0.277	0.495
NOTCH1	IL7	1846535	1845425	9606.ENSP00000277541	9606.ENSP00000263851	0	0	0	0	0	0	0	0.495	0.495
IL6	CCL18	1844631	1842123	9606.ENSP00000258743	9606.ENSP00000004921	0	0	0	0	0.054	0	0	0.488	0.495
IL10	IL17RA	1860958	1850297	9606.ENSP00000412237	9606.ENSP00000320936	0	0	0	0	0	0	0	0.495	0.495
F2R	CCL2	1850333	1843055	9606.ENSP00000321326	9606.ENSP00000225831	0	0	0	0	0	0	0	0.494	0.494
NGF	COL18A1	1855044	1853197	9606.ENSP00000358525	9606.ENSP00000347665	0	0	0	0	0	0	0	0.494	0.494
MMP9	TFPI	1855661	1843343	9606.ENSP00000361405	9606.ENSP00000233156	0	0	0	0	0.058	0.36	0	0.228	0.494
FAS	CD5	1853242	1852615	9606.ENSP00000347979	9606.ENSP00000342681	0	0	0	0	0	0	0	0.494	0.494
ICAM1	HGF	1845628	1842916	9606.ENSP00000264832	9606.ENSP00000222390	0	0	0	0	0	0	0	0.494	0.494
TNFRSF9	TNFRSF14	1856697	1853239	9606.ENSP00000366729	9606.ENSP00000347948	0	0	0	0	0	0	0	0.493	0.493
GDNF	EPCAM	1860755	1845405	9606.ENSP00000409007	9606.ENSP00000263735	0	0	0	0	0	0	0	0.493	0.493
LILRB2	GNLY	1857946	1845427	9606.ENSP00000375629	9606.ENSP00000263863	0	0	0	0	0.235	0	0	0.365	0.493
NCAM1	CDH1	1850053	1844988	9606.ENSP00000318472	9606.ENSP00000261769	0	0	0	0	0.043	0	0	0.492	0.493
AMBP	FETUB	1845697	1845671	9606.ENSP00000265132	9606.ENSP00000265029	0	0	0	0	0.474	0	0	0.074	0.493
NGF	KITLG	1855044	1843134	9606.ENSP00000358525	9606.ENSP00000228280	0	0	0	0	0	0	0	0.493	0.493
IL10	CASP8	1860958	1853692	9606.ENSP00000412237	9606.ENSP00000351273	0	0	0	0	0	0	0	0.493	0.493
SELP	DECR1	1845393	1842800	9606.ENSP00000263686	9606.ENSP00000220764	0	0	0	0	0	0	0	0.494	0.493
EIF4EBP1	PI3	1852358	1843690	9606.ENSP00000340691	9606.ENSP00000243924	0	0	0	0	0	0	0	0.493	0.493
CD40	CCL23	1855654	1847401	9606.ENSP00000361359	9606.ENSP00000293280	0	0	0	0	0.046	0	0	0.491	0.493
TNFSF13B	CD5	1856399	1852615	9606.ENSP00000365048	9606.ENSP00000342681	0	0	0	0	0	0	0	0.493	0.493
TNFRSF11A	CSTB	1863918	1847296	9606.ENSP00000465500	9606.ENSP00000291568	0	0	0	0	0	0	0	0.493	0.493
VEGFA	IL6R	1855611	1854808	9606.ENSP00000361125	9606.ENSP00000357470	0	0	0	0	0	0	0	0.493	0.493
MCL1	MPO	1854935	1843011	9606.ENSP00000358022	9606.ENSP00000225275	0	0	0	0	0	0	0	0.493	0.493
VEGFA	TNFRSF11B	1855611	1847859	9606.ENSP00000361125	9606.ENSP00000297350	0	0	0	0	0	0	0	0.493	0.493
IL17RA	IL8	1850297	1848852	9606.ENSP00000320936	9606.ENSP00000306512	0	0	0	0	0	0	0	0.493	0.493
VEGFA	THBS2	1855611	1854448	9606.ENSP00000361125	9606.ENSP00000355751	0	0	0	0	0.042	0	0	0.492	0.492
CCL24	OSM	1842947	1842507	9606.ENSP00000222902	9606.ENSP00000215781	0	0	0	0	0	0	0	0.492	0.492
SPP1	VWF	1858269	1844904	9606.ENSP00000378517	9606.ENSP00000261405	0	0	0	0	0	0	0	0.492	0.491
ITGAM	ICAM3	1862188	1842275	9606.ENSP00000441691	9606.ENSP00000160262	0	0	0	0	0	0	0	0.491	0.491
VWF	SELPLG	1844904	1843143	9606.ENSP00000261405	9606.ENSP00000228463	0	0	0	0	0	0	0	0.492	0.491
CCL25	CCL23	1857886	1847401	9606.ENSP00000375086	9606.ENSP00000293280	0	0	0	0	0	0	0	0.492	0.491
CD274	IL7R	1857401	1848815	9606.ENSP00000370989	9606.ENSP00000306157	0	0	0	0	0	0	0	0.492	0.491
KITLG	CCL2	1843134	1843055	9606.ENSP00000228280	9606.ENSP00000225831	0	0	0	0	0	0	0	0.492	0.491
VEGFA	CCL4	1855611	1843996	9606.ENSP00000361125	9606.ENSP00000250151	0	0	0	0	0	0	0	0.492	0.491
SIRPA	CSTB	1853282	1847296	9606.ENSP00000348307	9606.ENSP00000291568	0	0	0	0	0	0	0	0.492	0.491
ENG	HGF	1855851	1842916	9606.ENSP00000362299	9606.ENSP00000222390	0	0	0	0	0	0	0	0.491	0.491
CD5	MPO	1852615	1843011	9606.ENSP00000342681	9606.ENSP00000225275	0	0	0	0	0	0	0	0.492	0.491
NGF	PI3	1855044	1843690	9606.ENSP00000358525	9606.ENSP00000243924	0	0	0	0	0	0	0	0.492	0.491
IGFBP3	IGFBP7	1857331	1847601	9606.ENSP00000370473	9606.ENSP00000295666	0	0	0	0	0	0	0	0.491	0.491
ICAM1	KITLG	1845628	1843134	9606.ENSP00000264832	9606.ENSP00000228280	0	0	0	0	0	0	0	0.492	0.491
NCAM1	CCL5	1850053	1847396	9606.ENSP00000318472	9606.ENSP00000293272	0	0	0	0	0	0	0	0.492	0.491
TEK	IL8	1857139	1848852	9606.ENSP00000369375	9606.ENSP00000306512	0	0	0	0	0	0	0	0.492	0.491
VEGFA	IL7	1855611	1845425	9606.ENSP00000361125	9606.ENSP00000263851	0	0	0	0	0	0	0	0.492	0.491
ANG	REN	1851922	1846232	9606.ENSP00000336762	9606.ENSP00000272190	0	0	0	0	0	0	0	0.492	0.491
CST3	IL18	1856578	1846668	9606.ENSP00000366124	9606.ENSP00000280357	0	0	0	0	0	0	0	0.491	0.491
THBS2	TNC	1854448	1845696	9606.ENSP00000355751	9606.ENSP00000265131	0	0	0	0	0.129	0	0	0.439	0.491
ENG	AMBP	1855851	1845697	9606.ENSP00000362299	9606.ENSP00000265132	0	0	0	0	0	0	0	0.491	0.491
FLT3LG	IL10	1864052	1860958	9606.ENSP00000468977	9606.ENSP00000412237	0	0	0	0	0	0	0	0.492	0.491
XCL1	CCL17	1854666	1842733	9606.ENSP00000356792	9606.ENSP00000219244	0	0	0	0	0	0	0	0.491	0.491
IL8	CCL24	1848852	1842947	9606.ENSP00000306512	9606.ENSP00000222902	0	0	0	0	0	0	0	0.491	0.491
MMP9	TNFRSF11B	1855661	1847859	9606.ENSP00000361405	9606.ENSP00000297350	0	0	0	0	0	0	0	0.491	0.491
SIRPA	AMBP	1853282	1845697	9606.ENSP00000348307	9606.ENSP00000265132	0	0	0	0	0	0	0	0.492	0.491
IL8	FCGR2A	1848852	1846197	9606.ENSP00000306512	9606.ENSP00000271450	0	0	0	0	0	0	0	0.492	0.491
CDH5	SELP	1852772	1845393	9606.ENSP00000344115	9606.ENSP00000263686	0	0	0	0	0	0	0	0.492	0.491
NGF	FAS	1855044	1853242	9606.ENSP00000358525	9606.ENSP00000347979	0	0	0	0	0	0	0	0.492	0.491
GP1BA	F2R	1851142	1850333	9606.ENSP00000329380	9606.ENSP00000321326	0	0	0	0	0	0	0	0.492	0.491
IL10	CCL16	1860958	1847399	9606.ENSP00000412237	9606.ENSP00000293275	0	0	0	0	0	0	0	0.49	0.49
F7	F2R	1856334	1850333	9606.ENSP00000364731	9606.ENSP00000321326	0	0	0	0	0	0.116	0	0.447	0.49
IGFBP7	DCN	1847601	1842218	9606.ENSP00000295666	9606.ENSP00000052754	0	0	0	0	0.375	0.115	0	0.151	0.49
CXCL1	CCL23	1858329	1847401	9606.ENSP00000379110	9606.ENSP00000293280	0	0	0	0	0.042	0	0	0.49	0.49
MMP3	EGFR	1848108	1846445	9606.ENSP00000299855	9606.ENSP00000275493	0	0	0	0	0.05	0	0	0.485	0.49
MET	IL6	1849944	1844631	9606.ENSP00000317272	9606.ENSP00000258743	0	0	0	0	0	0	0	0.49	0.49
MCL1	OSM	1854935	1842507	9606.ENSP00000358022	9606.ENSP00000215781	0	0	0	0	0	0	0	0.489	0.489
THBS4	IL8	1852244	1848852	9606.ENSP00000339730	9606.ENSP00000306512	0	0	0	0	0	0	0	0.489	0.489
FAS	FCGR3B	1853242	1847507	9606.ENSP00000347979	9606.ENSP00000294800	0	0	0	0	0	0	0	0.49	0.489
PLAUR	IL6	1852201	1844631	9606.ENSP00000339328	9606.ENSP00000258743	0	0	0	0	0.126	0	0	0.439	0.489
TNFSF13B	TNFSF10	1856399	1843591	9606.ENSP00000365048	9606.ENSP00000241261	0	0	0	0	0.212	0	0	0.378	0.489
MMP3	CXCL16	1848108	1847437	9606.ENSP00000299855	9606.ENSP00000293778	0	0	0	0	0	0	0	0.488	0.489
CD46	CDH1	1849660	1844988	9606.ENSP00000313875	9606.ENSP00000261769	0	0	0	0	0	0	0	0.489	0.489
CD5	ICAM1	1852615	1845628	9606.ENSP00000342681	9606.ENSP00000264832	0	0	0	0	0	0	0	0.49	0.489
EPHB4	NRP1	1853646	1845737	9606.ENSP00000350896	9606.ENSP00000265371	0	0	0	0	0	0.168	0	0.411	0.489
FCGR2A	CCL3	1846197	1843010	9606.ENSP00000271450	9606.ENSP00000225245	0	0	0	0	0.123	0	0	0.441	0.489
VEGFA	MPO	1855611	1843011	9606.ENSP00000361125	9606.ENSP00000225275	0	0	0	0	0.052	0	0	0.483	0.488
CD40	SLAMF1	1855654	1848818	9606.ENSP00000361359	9606.ENSP00000306190	0	0	0	0	0.215	0	0	0.375	0.488
CD274	IL7	1857401	1845425	9606.ENSP00000370989	9606.ENSP00000263851	0	0	0	0	0.054	0	0	0.481	0.488
SPP1	COL1A1	1858269	1843064	9606.ENSP00000378517	9606.ENSP00000225964	0	0	0	0	0.054	0	0	0.481	0.488
CSTB	CTSD	1847296	1843439	9606.ENSP00000291568	9606.ENSP00000236671	0	0	0	0	0.061	0.36	0	0.215	0.488
SPP1	OLR1	1858269	1849145	9606.ENSP00000378517	9606.ENSP00000309124	0	0	0	0	0	0	0	0.488	0.488
LEP	GDF15	1849557	1844163	9606.ENSP00000312652	9606.ENSP00000252809	0	0	0	0	0	0	0	0.488	0.488
XCL1	CX3CL1	1854666	1842139	9606.ENSP00000356792	9606.ENSP00000006053	0	0	0	0	0	0	0	0.488	0.488
SRC	LEP	1853652	1849557	9606.ENSP00000350941	9606.ENSP00000312652	0	0	0	0	0.053	0	0	0.481	0.487
IL18	FCGR2A	1846668	1846197	9606.ENSP00000280357	9606.ENSP00000271450	0	0	0	0	0.054	0	0	0.48	0.487
IL12B	CD4	1843283	1842167	9606.ENSP00000231228	9606.ENSP00000011653	0	0	0	0	0.048	0	0	0.484	0.487
CD40	IL7R	1855654	1848815	9606.ENSP00000361359	9606.ENSP00000306157	0	0	0	0	0.053	0	0	0.481	0.487
MBL2	AMBP	1856023	1845697	9606.ENSP00000363079	9606.ENSP00000265132	0	0	0	0	0.41	0	0	0.166	0.487
CCL5	FCGR2A	1847396	1846197	9606.ENSP00000293272	9606.ENSP00000271450	0	0	0	0	0.054	0	0	0.48	0.487
TNFRSF11A	HSPG2	1863918	1856167	9606.ENSP00000465500	9606.ENSP00000363827	0	0	0	0	0	0	0	0.487	0.487
SRC	VWF	1853652	1844904	9606.ENSP00000350941	9606.ENSP00000261405	0	0	0	0	0	0	0	0.487	0.487
F7	IL6	1856334	1844631	9606.ENSP00000364731	9606.ENSP00000258743	0	0	0	0	0	0	0	0.488	0.487
